uke_start,horisont,faktisk,xgb_pred,lgbm_pred,ensemble_pred,residual
2025-12-15,8,88.71,84.5919,85.53702658731335,85.06446513691839,3.6455348630816076
2025-12-22,8,103.59,92.09693,91.60486156508952,91.85089651130453,11.739103488695477
2025-12-29,8,100.4,92.74822,96.70173720153136,94.7249797763028,5.675020223697203
2026-01-05,8,92.33,98.997086,100.5726846685791,99.78488511993407,-7.454885119934076
2026-01-12,8,83.65,98.98401,102.59125052436768,100.7876296567151,-17.13762965671509
2026-01-19,8,83.09,101.220055,107.64203753872576,104.4310460825953,-21.341046082595298
2026-01-26,8,81.29,100.92466,100.64592170630716,100.78529071765551,-19.495290717655507
2026-02-02,8,92.86,101.73723,105.46886881803933,103.603048605797,-10.743048605797
2026-02-09,8,93.6,101.38281,107.97271529938408,104.67776389969204,-11.077763899692044
2026-02-16,8,84.89,99.87664,111.8104060813787,105.84352320060144,-20.95352320060144
2026-02-23,8,81.34,100.87327,112.34894005480106,106.61110409112123,-25.27110409112123
2026-03-02,8,88.03,105.11501,107.21055882266836,106.16278597261348,-18.132785972613476
2026-03-09,8,94.98,104.95198,108.27312071472484,106.61255065277255,-11.63255065277255
2024-03-18,12,106.78,,,,
2024-03-25,12,115.19,,,,
2024-04-01,12,120.04,,,,
2024-04-08,12,123.28,,,,
2024-04-15,12,121.22,,,,
2024-04-22,12,113.18,,,,
2024-04-29,12,119.65,,,,
2024-05-06,12,122.05,,,,
2024-05-13,12,120.83,,,,
2024-05-20,12,118.07,,,,
2024-05-27,12,104.9,,,,
2024-06-03,12,92.2,,,,
2024-06-10,12,84.87,98.08997,95.84786054408842,96.96891699689772,-12.098916996897714
2024-06-17,12,85.58,97.356705,94.31339686476024,95.83505078833716,-10.255050788337158
2024-06-24,12,79.29,73.27413,86.55846589179725,79.9162988333498,-0.626298833349793
2024-07-01,12,78.24,73.90917,87.01264688891915,80.46090947351232,-2.2209094735123216
2024-07-08,12,79.78,72.425865,84.73839690457088,78.58213103895537,1.1978689610446338
2024-07-15,12,81.46,64.31555,77.35034401893346,70.83294788837298,10.627052111627009
2024-07-22,12,81.55,64.25879,73.74749808958421,69.0031435760421,12.546856423957891
2024-07-29,12,81.19,65.610664,76.14590526464282,70.8782848161593,10.311715183840704
2024-08-05,12,80.41,64.96242,76.55400979004469,70.75821369629188,9.651786303708121
2024-08-12,12,80.89,63.295605,76.96886945946662,70.13223708263858,10.757762917361418
2024-08-19,12,76.82,59.536667,69.8866117367236,64.71163930342038,12.10836069657961
2024-08-26,12,73.93,59.387848,71.83999061042437,65.6139192554075,8.316080744592512
2024-09-02,12,73.08,60.926746,71.81828651258823,66.37251644049822,6.707483559501782
2024-09-09,12,74.12,61.117683,70.94674128543123,66.03221234803789,8.087787651962117
2024-09-16,12,74.57,61.61996,71.35855426870901,66.48925752681056,8.080742473189432
2024-09-23,12,73.23,62.04216,71.30230258099462,66.67223130758715,6.55776869241285
2024-09-30,12,69.7,62.65474,71.47654407833207,67.06564172910744,2.6343582708925624
2024-10-07,12,72.76,62.102493,71.40178960442847,66.75214144528064,6.007858554719363
2024-10-14,12,76.02,62.104607,69.3508377164937,65.72772217245583,10.292277827544169
2024-10-21,12,77.59,62.6298,70.34343906075202,66.48661897495609,11.103381025043916
2024-10-28,12,76.49,63.486465,72.62636979463937,68.05641762437047,8.433582375629527
2024-11-04,12,77.8,63.774006,71.60267452834918,67.68834020912088,10.111659790879116
2024-11-11,12,81.68,63.30044,70.96980776531788,67.13512475363062,14.544875246369386
2024-11-18,12,86.59,65.6249,72.08747799365156,68.85618940576133,17.733810594238676
2024-11-25,12,89.32,70.64098,74.85367091157269,72.74732724655783,16.572672753442163
